,respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,twitter_users,insta_users,facebook_users,snap_users,youtube_users,web1f,web1g,web1h,web1i,twitter_time,insta_time,facebok_time,snap_time,youtube_time,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
1280,101612,2,1,190130,1,4,6,3,6111,,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,1,1,2,1,2,2,,,3,5,3,1,1,2,2,1,2,1,60,5,6,2,2,1,,,,1,,99,9,9,9,9,,,9,0.3474053,0.3621883
1281,101613,2,1,190131,1,2,26,1,26029,R,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,1,1,1,2,4,3,1,,4,1,1,2,10,1,1,1,42,1,8,1,2,1,,,,1,,7,3,2,5,2,,,2,1.1369107,1.0034791
1282,101616,2,1,190131,1,1,9,4,9001,S,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,2,2,2,5,5,5,,5,2,1,2,96,1,1,1,41,1,6,1,2,1,,,,1,,9,2,,5,2,,,2,0.6770468,0.5906564
1283,101619,2,1,190131,1,3,12,2,12091,S,2,2,1,1,3,2,1,2,,,1,1,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,4,2,1,2,12,1,2,1,72,5,4,3,2,1,,,,1,,4,1,,1,,,,2,0.9204422,1.2270136
1284,101620,2,1,190131,1,2,29,1,29169,R,2,2,1,1,2,1,2,,,,2,,2,1,1,2,,1,1,2,,4,2,2,1,2,1,2,1,2,2,,,2,,3,1,1,1,8,1,2,2,28,1,2,4,2,2,,,,2,,2,3,1,6,2,,,2,1.1946228,1.0458187
1285,101621,2,1,190131,1,3,48,3,48113,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,2,1,1,2,,2,2,,5,1,1,2,12,1,2,1,52,1,6,2,2,1,,,,1,,99,1,,3,3,,,2,0.8808184,0.7789304
1286,101622,2,1,190131,1,1,36,5,37179,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,2,2,2,,1,1,1,1,1,1,1,6,1,2,2,24,6,6,7,2,1,,,,1,,4,2,,4,4,,,2,1.0411647,0.8407878
1287,101624,2,1,190131,1,3,47,4,47157,S,2,2,1,1,4,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,2,1,1,3,1,2,2,79,1,4,3,2,1,,,,1,,9,1,,3,3,,,1,0.807329,1.1151938
1288,101626,2,1,190131,1,3,37,2,51179,S,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,1,1,2,1,3,5,4,,3,1,1,1,60,1,1,1,39,6,6,1,2,1,,,,1,,7,2,,2,2,,,1,1.1285136,1.0734363
1289,101628,2,1,190131,1,3,28,2,22117,U,2,2,1,1,2,1,2,,,,1,2,2,2,2,2,2,1,2,2,,,2,1,2,1,1,2,1,2,2,,1,,2,1,1,1,2,2,2,2,1,20,6,3,2,2,2,,,,2,,98,2,,4,4,,,2,1.6787522,1.3871231
1290,101629,2,1,190131,1,2,55,1,55067,R,2,1,2,1,5,2,2,,,,1,1,2,2,2,2,1,1,2,2,,8,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,77,3,3,3,2,1,,,,1,,9,1,,1,,,,2,1.1469254,1.2939267
1291,101631,2,1,190131,1,3,24,4,11001,S,2,1,1,1,1,1,2,,,,1,1,2,2,8,8,1,8,1,2,,3,2,1,1,2,1,2,2,2,2,,5,1,,2,2,2,2,3,1,2,2,36,3,3,1,2,2,,,,2,,3,3,8,3,3,,,2,1.7662107,1.4058486
1292,101632,2,1,190131,1,2,17,5,17031,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,1,1,2,1,1,2,,,,2,1,1,1,2,3,1,1,2,56,1,6,4,2,2,,,,2,,7,9,9,4,3,,,1,0.6888029,0.4413319
1293,101637,2,1,190131,1,4,8,2,48303,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,2,1,2,1,1,2,2,1,5,,2,,3,1,1,1,96,1,1,1,36,6,7,1,2,1,,,,1,,6,2,,1,,,,2,0.6170439,0.530639
1294,101641,2,1,190131,1,4,49,4,49011,S,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,1,2,2,1,2,1,2,2,,3,,,4,2,1,1,25,1,1,1,39,1,6,1,2,1,,,,1,,9,3,2,3,2,,,1,0.814452,0.8024491
1295,101642,2,1,190131,2,3,47,2,47125,,2,2,2,2,,2,2,,,,2,,2,2,2,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,45,9,99,99,1,1,,,,1,3,99,9,9,9,9,,,9,0.5097633,0.4768867
1296,101648,2,1,190131,2,4,6,2,6053,U,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,2,2,2,2,,1,1,,3,1,1,2,0,,,,47,1,1,1,1,7,,,,5,3,4,3,8,4,3,,,2,1.3558614,1.3228481
1297,101649,2,1,190131,2,4,6,5,6037,U,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,,,,40,1,3,1,1,7,,,,5,1,3,2,,4,4,,,2,2.2433447,2.0699671
1298,101653,2,1,190131,1,4,53,2,53061,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,2,1,2,1,2,2,1,2,2,,3,,3,2,1,2,30,1,1,1,78,2,8,3,2,1,,,,1,,8,2,,2,2,,,1,0.3474053,0.419585
1299,101654,2,1,190131,2,4,6,4,6067,U,2,1,1,1,1,2,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,2,,4,1,2,2,12,1,2,2,19,6,1,4,1,1,,,,1,3,1,3,8,8,8,,,2,0.6554681,0.5326815
1300,101658,2,1,190201,1,3,51,5,51700,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,8,2,1,2,,2,1,,1,1,1,1,2,1,1,2,40,2,6,1,2,2,,,,2,,8,2,,6,5,,,1,0.9267821,0.742786
1301,101659,2,1,190201,2,1,36,5,36047,,2,1,2,2,,2,1,2,,,1,4,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,60,6,1,4,1,7,,,,5,2,1,2,,5,5,,,2,1.7891481,1.4553013
1302,101660,2,1,190201,1,3,12,4,12011,,2,1,1,1,4,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,1,2,2,12,1,2,2,55,1,6,1,2,1,,,,1,,99,3,1,4,4,,,2,0.3978784,0.3621883
1303,101662,2,1,190201,1,1,36,3,9009,S,2,1,1,1,2,1,2,,,,1,1,1,2,1,2,1,1,2,1,move around alot,3,2,1,1,2,1,2,1,1,2,,4,5,,2,2,1,2,6,1,2,2,41,3,5,1,2,1,,,,1,,7,3,1,1,,,,2,1.3444709,1.2765807
1304,101663,2,1,190201,1,2,18,5,18097,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,1,2,2,,1,2,2,1,1,1,1,10,1,1,1,30,6,5,1,2,1,2,,,4,,5,3,1,5,1,,,2,2.2433447,2.0699671
1305,101664,2,1,190201,1,3,37,3,37021,U,2,1,1,2,2,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,2,1,2,20,1,2,1,57,1,6,1,2,1,,,,1,,9,3,1,2,2,,,1,0.3567971,0.3621883
1306,101665,2,1,190201,1,3,45,3,45079,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,1,2,,,,,2,1,1,2,0,,,,65,4,3,4,2,1,,,,1,,7,1,,2,2,,,2,1.2811189,1.3938829
1307,101668,2,1,190201,1,3,24,4,24031,,2,2,1,1,2,2,2,,,,1,3,1,2,1,2,1,1,2,2,,3,2,2,2,2,1,2,2,2,2,,,,,3,2,1,2,98,1,1,1,33,2,5,1,2,1,,,,1,,5,2,,2,2,,,2,2.2433447,2.0699671
1308,101669,2,1,190201,1,3,24,4,24031,,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,1,2,1,2,2,5,2,,2,1,1,2,13,1,2,2,99,6,7,7,9,3,,,,3,,98,8,8,1,,,,2,0.6532929,0.4736697
1309,101670,2,1,190201,1,1,25,4,25017,S,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,1,1,1,1,,2,3,,3,1,1,1,97,1,2,1,30,1,5,4,1,2,,,,2,3,6,4,9,2,2,,,1,0.7035007,0.6662189
1310,101671,2,1,190201,1,3,47,4,47157,U,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,1,,2,2,1,2,0,,,,99,1,6,1,2,9,,,,9,,6,2,,5,5,,,2,0.6523533,0.6360452
1311,101672,2,1,190201,1,2,29,1,29029,R,2,1,2,2,,2,2,,,,1,9,2,2,2,2,2,1,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,1,30,1,2,2,42,6,7,1,1,7,,,,5,1,9,4,1,3,3,,,2,0.5384722,0.3621883
1312,101674,2,1,190201,1,3,24,4,4013,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,2,,3,1,1,2,20,1,1,1,46,3,5,1,2,1,,,,1,,6,3,2,3,2,,,1,1.1982089,1.3066116
1313,101677,2,1,190201,2,4,6,1,6029,U,2,2,2,2,,1,2,,,,2,,2,2,2,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,52,3,3,4,1,1,,,,1,3,99,9,8,3,1,,,2,1.4723239,1.8936073
1314,101678,2,1,190201,1,4,6,2,6097,S,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,1,2,1,2,1,2,2,2,1,3,,1,,3,2,1,2,80,1,1,1,60,3,6,1,2,9,,,,9,,5,3,2,2,2,,,2,0.5733218,0.5756087
1315,101679,2,1,190202,1,4,53,4,53033,S,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,1,2,2,2,,3,2,,1,1,1,1,12,1,1,1,55,3,5,3,2,2,,,,2,,6,3,8,1,,,,1,0.9349046,1.1715609
1316,101681,2,1,190202,2,3,12,3,48201,U,2,2,2,2,,2,2,,,,2,,1,1,1,1,,1,2,2,,1,2,2,2,2,1,1,2,2,2,,,,,3,2,2,2,1,1,2,2,62,3,3,6,1,1,,,,1,3,1,8,8,1,,,,2,1.0355628,1.1446215
1317,101682,2,1,190202,2,4,6,5,6037,,2,1,2,2,,2,1,2,,,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,2,2,2,99,,,,69,3,1,99,1,8,,,,9,3,98,9,9,5,2,,,1,1.179501,1.9642597
1318,101684,2,1,190203,1,2,17,4,17097,S,2,1,1,1,3,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,3,1,2,2,77,1,4,3,2,1,,,,1,,6,3,2,2,2,,,1,0.6774707,0.8184403
1319,101685,2,1,190203,1,2,29,2,29019,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,3,,,2,1,2,1,1,2,2,70,2,3,3,2,1,,,,1,,4,3,1,2,2,,,2,1.1816075,1.6082629
1320,101686,2,1,190203,1,3,48,4,48029,U,2,1,1,1,1,1,1,2,,,1,4,,,,,,,,,,,1,2,1,2,1,2,2,1,2,2,,2,,3,1,1,2,12,1,1,1,71,3,4,3,2,2,5,,,4,,99,3,2,1,,,,1,0.7056924,1.4158336
1321,101688,2,1,190203,1,2,20,1,20125,R,2,2,1,1,4,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,2,2,6,1,2,2,90,5,5,3,2,1,,,,1,,98,2,,8,8,,,1,0.7627073,1.1470476
1322,101689,2,1,190203,1,2,26,4,26161,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,2,2,2,,5,1,,3,1,1,2,1,1,2,2,61,3,5,2,2,2,,,,2,,4,5,8,1,,,,2,1.4248623,1.1683072
1323,101694,2,1,190204,1,3,28,1,28045,S,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,2,,3,2,1,2,1,2,1,1,63,1,7,1,2,1,,,,1,,6,2,,2,2,,,2,0.3931198,0.3621883
1324,101695,2,1,190204,1,2,17,4,17197,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,1,2,1,1,8,,2,2,3,4,1,1,2,0,,,,57,2,4,1,2,1,,,,1,,6,3,2,3,3,,,2,1.0036449,1.0698539
1325,101696,2,1,190204,1,3,48,4,48201,U,2,1,2,2,,2,2,,,,1,8,2,2,2,2,2,2,8,2,,,2,1,1,2,1,2,2,2,2,,2,2,,2,2,2,2,0,,,,58,3,3,5,2,2,,,,2,,98,4,8,1,,,,2,1.4554255,1.1457556
1326,101699,2,1,190204,1,2,31,1,17031,R,2,2,1,1,4,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,2,2,2,4,1,1,,4,1,1,2,97,2,2,2,59,2,2,1,2,2,,,,2,,3,2,,2,2,,,1,1.6063254,1.8974162
1327,101700,2,1,190204,1,2,27,1,27137,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,4,1,1,2,10,2,1,1,67,6,8,3,2,1,,,,1,,99,1,,1,,,,1,0.3474053,0.6452529
1328,101701,2,1,190204,1,2,55,1,55019,R,2,1,2,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,1,1,2,3,1,2,2,46,1,3,8,1,1,,,,1,3,4,3,2,4,2,,,2,0.7819542,0.6731979
1329,101703,2,1,190204,1,2,27,3,27053,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,2,,3,1,1,2,1,1,2,2,56,1,4,1,2,1,,,,1,,8,1,,3,3,,,1,0.6964894,0.6123021
1330,101704,2,1,190204,1,4,41,2,41047,S,2,2,1,1,5,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,2,2,0,,,,62,4,2,3,2,1,,,,1,,1,4,1,1,,,,2,1.2385306,1.4174298
1331,101707,2,1,190204,1,4,6,2,6061,,2,1,1,1,1,2,2,,,,1,2,2,2,1,1,1,2,2,1,just moved not installed yet,6,2,2,1,2,2,2,2,2,2,,,2,,,2,1,2,30,1,2,2,73,5,7,3,1,5,7,,,4,1,9,3,8,1,,,,1,0.4049033,0.7505564
1332,101710,2,1,190204,1,4,6,2,6061,U,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,1,2,1,2,1,1,2,1,2,2,,2,,4,1,1,1,0,,,,99,1,8,1,2,3,,,,3,,99,2,,6,4,,,1,1.0492639,0.8359122
1333,101714,2,1,190205,1,1,36,5,36047,U,2,2,1,1,2,2,2,,,,1,1,1,2,1,1,1,1,2,2,,1,2,2,2,2,1,2,2,2,2,,,,,1,2,2,2,2,1,2,2,32,6,3,1,2,1,2,,,4,,3,2,,3,1,,,2,2.2433447,2.0699671
1334,101716,2,1,190205,1,1,36,5,36059,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,3,1,1,2,2,1,2,2,62,1,6,1,2,1,,,,1,,8,2,,2,2,,,1,0.4581019,0.4600206
1335,101717,2,1,190205,1,1,36,5,36047,U,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,1,1,1,2,1,1,1,2,2,5,2,3,,3,1,1,2,50,1,2,1,59,1,7,1,2,1,,,,1,,9,2,,2,2,,,1,0.7510943,0.9346601
1336,101719,2,1,190205,1,1,42,2,42027,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,2,1,3,3,1,1,1,1,1,2,2,32,2,3,3,2,1,,,,1,,6,1,,2,2,,,2,1.2796619,0.9522832
1337,101725,2,1,190205,1,1,42,2,42027,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,2,1,1,2,,3,2,,3,1,1,2,30,1,1,1,55,3,6,1,2,1,,,,1,,6,2,,3,3,,,1,0.6719119,0.7049564
1338,101726,2,1,190205,1,3,51,1,51790,R,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,2,1,1,1,5,5,5,1,2,1,1,1,1,1,1,2,38,3,7,1,2,1,,,,1,,8,3,1,2,1,,,2,0.6937049,0.637391
1339,101729,2,1,190205,1,1,42,3,42077,S,2,2,2,2,,2,2,,,,1,8,1,2,1,2,2,2,2,2,,,2,2,2,2,2,8,8,2,8,,,,,,2,2,2,0,,,,83,5,3,3,2,1,,,,1,,98,2,,1,,,,2,1.139572,1.7242331
1340,101731,2,1,190205,1,3,13,5,13121,S,2,1,1,1,3,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,3,1,1,2,10,1,2,1,44,1,7,1,2,2,,,,2,,8,2,,4,3,,,1,0.9267821,0.742786
1341,101732,2,1,190205,1,3,51,5,51041,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,2,1,1,2,2,1,2,5,4,2,1,2,2,1,2,1,23,6,6,1,2,2,,,,2,,6,2,,2,2,,,2,1.924364,1.4321016
1342,101733,2,1,190205,1,3,51,4,11001,S,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,1,1,2,2,5,1,1,,3,1,1,1,3,1,1,2,37,2,4,1,2,2,,,,2,,6,2,,4,1,,,1,1.3088811,1.6836065
1343,101735,2,1,190205,1,1,42,3,42049,S,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,3,,5,1,1,2,2,1,2,2,58,1,3,5,2,1,,,,1,,6,1,,2,2,,,2,1.434072,1.748176
1344,101737,2,1,190205,1,1,36,1,36089,R,2,2,1,2,3,1,1,2,,,2,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,2,,3,2,1,2,8,1,2,2,72,5,7,3,2,1,,,,1,,3,2,,1,,,,2,0.4939084,0.6869421
1345,101738,2,1,190205,1,3,12,3,12073,,2,1,1,1,2,2,1,2,,,1,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,2,2,73,5,6,5,2,1,,,,1,,99,1,,2,9,,,9,0.4908772,0.5137221
1346,101739,2,1,190205,1,3,13,4,13245,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,2,2,2,,2,1,2,1,1,2,2,1,1,2,2,33,6,4,1,2,2,,,,2,,4,2,,2,1,,,2,2.2419645,1.964869
1347,101742,2,1,190205,1,1,9,2,9001,R,2,1,1,1,2,2,1,2,,,1,1,,,,,,,,,,,1,2,2,2,1,2,2,2,2,5,,,,5,1,1,1,0,,,,65,1,4,1,2,1,,,,1,,8,2,,3,3,,,1,0.8587721,0.9586858
1348,101744,2,1,190205,1,3,21,4,21067,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,2,1,2,,3,2,,1,2,1,2,15,1,2,2,49,6,6,4,2,1,,,,1,,7,1,,1,,,,2,0.8346893,0.7029928
1349,101745,2,1,190205,1,1,36,5,36047,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,2,4,1,1,2,4,1,1,2,3,2,2,1,40,6,6,1,2,2,,,,2,,8,2,,3,3,,,1,1.6833591,1.3884089
1350,101748,2,1,190205,1,1,36,2,36011,R,2,2,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,7,1,2,2,72,1,7,3,2,1,,,,1,,6,2,,2,2,,,1,0.4687699,0.6953013
1351,101750,2,1,190205,1,1,44,4,44007,,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,5,,2,1,2,2,2,1,2,2,43,1,5,1,2,2,,,,2,,6,3,8,6,4,,,2,1.4491402,1.1929691
1352,101751,2,1,190205,2,1,25,3,25013,U,2,1,2,1,3,2,1,5,,,1,8,8,2,8,8,1,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,78,4,2,3,1,1,,,,1,2,1,2,,1,,,,2,1.2208783,1.6564222
1353,101755,2,1,190205,1,3,48,1,48309,R,2,2,1,1,3,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,2,,3,2,1,2,98,1,2,2,55,5,5,1,2,1,,,,1,,3,3,1,2,2,,,2,1.0371024,1.2290956
1354,101756,2,1,190205,1,3,22,4,22033,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,1,1,1,1,3,3,2,,1,1,1,1,12,1,1,1,54,3,7,1,2,1,,,,1,,6,2,,3,1,,,2,0.8346893,0.7029928
1355,101758,2,1,190205,1,3,48,5,48201,,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,1,,,3,,1,2,1,2,14,1,2,2,99,1,7,1,2,3,,,,3,,9,3,9,6,3,,,2,0.9178927,0.690981
1356,101759,2,1,190205,1,3,45,3,48451,U,2,2,1,1,2,1,1,8,,,1,1,1,2,1,2,1,1,2,2,,3,1,1,1,1,1,2,1,1,2,1,2,2,1,5,2,1,1,10,1,2,1,20,6,4,4,2,1,,,,1,,6,1,,4,3,,,2,2.2433447,2.0699671
1357,101763,2,1,190205,1,4,53,3,53067,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,1,2,2,1,2,2,2,1,2,3,,,1,1,1,1,95,1,1,1,19,6,3,2,2,1,,,,1,,7,2,,3,3,,,1,0.7865579,0.639844
1358,101766,2,1,190205,1,4,6,5,6059,,2,1,1,1,2,1,1,3,,,1,2,,,,,,,,,,,2,2,1,2,1,1,2,1,2,,,5,,2,1,1,2,25,1,1,1,99,1,7,1,2,3,,,,3,,9,9,2,4,4,,,1,1.3359501,1.1082868
1359,101767,2,1,190205,1,4,32,1,32019,R,2,1,2,2,,2,2,,,,2,,2,2,2,2,,1,2,1,not needed,6,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,0,,,,57,3,3,3,2,1,,,,1,,1,1,,1,,,,2,0.8171064,0.7594443
1360,101769,2,1,190206,1,1,25,5,25025,U,2,1,1,1,2,1,1,8,,,1,1,1,2,2,2,2,1,8,2,,,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,3,1,2,1,19,6,3,7,2,3,,,,3,,98,3,2,5,5,,,2,1.6319797,1.4398305
1361,101771,2,1,190206,1,1,9,4,9009,S,2,2,1,1,2,2,1,2,,,1,3,,,,,,,,,,,1,2,2,2,1,2,2,2,2,5,,,,5,1,1,2,72,1,2,1,74,3,5,3,2,1,,,,1,,99,3,1,1,,,,1,0.5003345,1.123377
1362,101773,2,1,190206,1,3,37,4,37183,S,2,1,1,1,2,2,1,2,,,1,3,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,2,1,2,0,,,,68,1,4,3,2,1,,,,1,,4,3,1,5,3,,,2,0.8337741,0.8649719
1363,101776,2,1,190206,1,3,47,1,47065,R,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,1,1,2,1,5,1,2,2,35,1,2,4,2,1,,,,1,,2,2,,6,3,,,2,1.6858749,1.5260904
1364,101777,2,1,190206,1,3,51,5,51041,S,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,3,,2,1,1,2,2,1,2,1,55,5,5,3,2,1,,,,1,,4,1,,2,2,,,2,1.0020088,0.8519684
1365,101779,2,1,190206,1,1,36,5,36011,U,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,2,1,2,4,4,4,,4,2,1,2,0,,,,30,1,7,1,2,2,,,,2,,9,2,,3,2,,,2,1.053544,0.8740583
1366,101780,2,1,190206,1,1,42,1,42049,R,2,1,1,1,2,1,1,3,,,1,3,,,,,,,,,,,2,2,1,1,1,2,2,1,1,,,2,1,1,1,1,1,2,1,2,2,22,6,5,2,2,1,,,,1,,98,3,2,5,5,,,2,1.5258007,1.3325559
1367,101781,2,1,190206,1,1,33,3,33011,,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,1,1,1,2,1,1,2,36,1,6,1,2,1,,,,1,,8,2,,4,2,,,2,1.2246134,1.0889305
1368,101782,2,1,190206,1,3,12,4,12057,S,2,1,1,1,2,2,1,3,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,1,2,,,,,3,2,1,2,0,,,,45,6,5,1,2,3,,,,3,,7,3,8,3,3,,,1,1.5397696,1.4978985
1369,101783,2,1,190206,2,1,9,4,9009,,2,1,2,1,4,2,2,,,,1,1,2,2,2,2,2,2,2,1,DOES NOT USE INTERNET OFTEN,,2,2,1,2,1,1,2,2,2,,,3,,3,2,2,2,0,,,,40,1,1,1,1,1,,,,1,3,1,3,2,6,6,,,2,0.9298733,0.7722256
1370,101784,2,1,190206,1,3,12,4,51087,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,,1,1,3,1,2,1,3,1,2,2,21,1,5,1,2,1,,,,1,,5,2,,3,2,,,2,1.6014191,1.2169257
1371,101785,2,1,190206,1,1,36,1,36105,R,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,2,,,1,1,1,0,,,,55,1,3,1,2,1,,,,1,,7,1,,2,2,,,1,0.8407543,0.9301025
1372,101787,2,1,190206,1,1,23,1,34027,R,2,2,1,1,1,1,1,2,,,1,4,,,,,,,,,,,2,1,1,2,1,2,2,1,1,,4,4,,4,1,1,1,20,2,2,1,53,1,6,1,2,1,,,,1,,9,2,,3,3,,,2,0.7952755,0.7697899
1373,101788,2,1,190206,1,3,24,2,24015,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,1,1,,3,2,1,2,6,1,2,2,44,2,3,1,2,1,,,,1,,4,1,,3,2,,,2,2.2433447,2.0699671
1374,101789,2,1,190206,1,1,42,2,42089,R,2,1,8,8,,8,2,,,,8,,2,1,1,1,,8,8,8,,8,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,5,1,2,2,54,6,3,2,2,1,,,,1,,2,3,8,1,,,,2,1.4732343,1.1685384
1375,101790,2,1,190206,1,3,47,4,47157,,2,1,1,1,2,1,1,5,,,1,2,2,2,2,2,1,2,2,2,,,2,2,1,2,2,2,2,2,2,,,3,,,1,1,2,30,2,2,1,74,1,6,3,2,1,,,,1,,98,3,1,2,2,,,2,0.4651695,0.4636397
