,respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,twitter_users,insta_users,facebook_users,snap_users,youtube_users,web1f,web1g,web1h,web1i,twitter_time,insta_time,facebok_time,snap_time,youtube_time,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
1184,101444,2,1,190125,1,4,6,3,6073,U,2,1,1,1,2,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,4,1,2,2,87,5,7,3,2,1,,,,1,,6,1,,2,2,,,1,0.3474053,0.4225407
1185,101445,2,1,190122,1,3,48,2,48245,U,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,2,,1,1,2,1,0,,,,40,1,2,1,2,2,,,,2,,5,2,,2,2,,,1,1.6562668,1.5468123
1186,101446,2,1,190122,1,4,6,4,6081,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,1,1,1,2,0,,,,54,1,6,1,2,1,,,,1,,99,4,1,3,3,,,2,0.4536924,0.3621885
1187,101447,2,1,190122,1,4,6,2,6007,U,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,3,,4,1,1,2,15,1,2,2,55,1,7,1,2,1,,,,1,,9,3,1,3,3,,,2,0.3496762,0.3621883
1188,101451,2,1,190123,1,4,49,4,49011,S,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,2,1,2,3,3,3,,1,1,1,2,6,1,1,2,70,1,4,3,1,7,,,,5,1,6,1,,2,2,,,2,1.1274144,1.3606926
1189,101453,2,1,190124,1,2,29,2,29071,S,2,1,1,2,3,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,0,,,,71,1,3,3,2,1,,,,1,,5,4,1,2,2,,,1,1.0885503,1.309672
1190,101454,2,1,190124,1,3,5,1,5119,S,2,1,1,1,5,1,2,,,,1,1,2,2,2,1,1,1,2,2,,3,2,2,1,2,1,2,2,2,2,,,2,,4,2,2,2,0,,,,55,3,3,1,2,1,,,,1,,1,3,2,1,,,,2,1.0259861,0.9233272
1191,101457,2,1,190124,1,4,8,3,8059,S,2,1,1,1,2,1,1,2,,,1,4,,,,,,,,,,,1,1,1,2,1,2,2,1,2,4,5,4,,3,1,1,1,8,1,2,1,61,3,6,1,2,1,,,,1,,8,3,9,3,3,,,2,0.3474053,0.3621883
1192,101458,2,1,190124,1,4,8,2,8041,U,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,1,1,2,2,,2,1,,5,1,1,1,6,1,1,1,36,1,6,2,2,1,,,,1,,8,4,1,6,2,,,1,0.8987605,0.8829103
1193,101459,2,1,190124,1,4,6,5,6037,S,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,1,1,1,1,2,1,1,1,2,2,1,5,4,1,1,2,12,1,2,2,50,1,8,1,2,1,,,,1,,9,1,,4,2,,,1,0.5416949,0.5283541
1194,101464,2,1,190124,1,4,6,5,6037,U,2,1,1,1,1,1,1,3,,,1,2,,,,,,,,,,,2,1,1,2,1,2,2,1,2,,1,1,,4,1,1,2,6,1,2,2,41,1,7,1,2,1,,,,1,,9,3,2,3,2,,,2,0.7856361,0.7035429
1195,101465,2,1,190124,1,4,16,1,16019,,2,1,2,2,,2,2,,,,2,,2,2,2,2,,2,2,1,Not interested,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,48,1,4,1,2,1,,,,1,,9,3,8,3,9,,,9,0.8435427,0.7679737
1196,101468,2,1,190124,1,4,6,2,6097,,2,1,1,1,2,1,1,1,1,,1,1,8,1,2,1,2,2,1,2,,5,2,2,1,2,1,2,2,2,2,,,1,,3,1,2,2,0,,,,41,6,4,1,2,1,,,,1,,6,1,,3,1,,,2,1.1611469,1.035058
1197,101469,2,1,190124,1,4,6,3,6065,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,1,,3,2,1,1,30,1,1,1,25,2,5,1,2,1,,,,1,,5,3,1,2,2,,,2,1.6737965,1.357244
1198,101472,2,1,190124,1,4,6,4,6095,U,2,1,2,1,5,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,4,,4,1,1,1,0,,,,53,3,5,1,2,2,,,,2,,7,2,,3,3,,,2,1.9148,1.8573595
1199,101473,2,1,190124,1,4,49,1,49039,R,2,1,1,1,1,1,2,,,,1,1,1,1,1,2,1,2,2,2,,1,1,1,1,1,1,2,1,2,2,4,1,1,1,1,1,2,1,2,1,2,2,29,2,3,1,1,1,,,,1,3,3,4,1,2,2,,,2,0.7008781,0.6433861
1200,101477,2,1,190125,1,3,13,2,45021,R,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,5,3,,3,1,1,2,15,1,1,2,48,4,6,2,2,1,,,,1,,99,1,,4,2,,,2,0.9210927,0.7734815
1201,101478,2,1,190125,2,3,13,4,13121,S,2,1,1,1,4,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,1,,1,1,1,1,0,,,,43,2,1,1,1,7,,,,5,3,4,4,8,4,2,,,1,0.7456803,0.6873975
1202,101482,2,1,190125,1,3,22,4,22087,U,2,2,1,1,2,1,1,3,,,1,3,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,5,1,2,1,0,,,,45,3,4,1,2,2,,,,2,,3,2,,7,6,,,2,1.6748868,1.7615567
1203,101485,2,1,190125,1,3,47,3,47051,U,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,5,2,,5,2,1,2,15,2,1,2,59,4,6,1,2,1,,,,1,,7,1,,1,,,,2,0.6884055,0.704751
1204,101488,2,1,190125,1,3,48,1,20059,R,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,4,1,1,1,0,,,,99,1,3,4,2,2,,,,2,,99,3,8,3,2,,,2,1.4380183,1.2454841
1205,101489,2,1,190125,1,3,40,2,40147,R,2,2,1,1,3,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,2,,,2,1,2,14,1,2,2,71,5,4,3,2,1,,,,1,,3,2,,1,,,,2,0.9204422,1.2270136
1206,101491,2,1,190125,1,2,55,5,55079,U,2,2,2,2,,2,2,,,,2,,2,2,2,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,20,1,2,2,57,6,2,4,2,2,,,,2,,2,2,,1,,,,1,1.6720837,2.0699671
1207,101492,2,1,190125,2,2,17,5,17031,U,2,2,2,1,5,2,2,,,,2,,2,2,2,1,,2,2,2,,,2,2,1,2,2,2,2,2,2,,,2,,,2,2,2,0,,,,66,1,1,1,1,7,,,,5,3,1,3,8,2,2,,,2,0.8246945,1.2424505
1208,101494,2,1,190125,2,4,8,1,8117,R,2,2,1,1,4,1,2,,,,1,1,2,2,2,2,1,2,8,2,,,2,2,1,2,1,1,2,2,2,,,1,,1,2,2,1,15,1,1,2,38,1,2,4,1,7,,,,5,3,3,4,8,4,2,,,2,1.8496687,1.8098138
1209,101497,2,1,190125,1,2,29,1,29049,S,2,1,1,1,3,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,1,1,1,4,1,2,2,36,1,3,3,2,1,5,,,4,,5,1,,5,2,,,1,1.794434,1.6331606
1210,101498,2,1,190125,1,3,12,3,42111,U,2,1,1,1,3,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,1,1,2,10,1,2,1,84,5,6,3,2,1,,,,1,,5,3,8,1,,,,1,0.3474053,0.5137221
1211,101499,2,1,190125,1,3,48,5,48201,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,1,1,1,1,2,,2,2,5,3,1,1,1,20,1,2,1,35,1,6,1,2,1,,,,1,,9,3,2,4,2,,,1,1.4368531,1.4232059
1212,101501,2,1,190125,2,4,6,1,6019,S,2,1,1,1,1,1,2,,,,1,1,1,2,1,8,1,2,2,2,,3,2,1,1,2,1,1,2,2,1,,1,1,,1,1,2,1,0,,,,22,2,3,1,1,1,,,,1,1,2,3,2,2,2,,,2,1.0762598,0.9178646
1213,101503,2,1,190126,1,1,36,3,36081,U,2,1,2,1,4,1,2,,,,1,1,2,2,1,1,2,2,2,2,,1,2,2,2,2,1,2,2,2,2,,,,,2,1,1,2,0,,,,62,1,6,1,2,3,,,,3,,2,2,,1,,,,2,0.7305498,0.5896028
1214,101507,2,1,190127,1,4,6,4,6053,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,2,2,2,1,2,2,1,1,3,,,,3,2,1,1,20,1,1,1,39,1,7,1,2,1,,,,1,,9,2,,2,2,,,2,0.5591618,0.4822809
1215,101509,2,1,190127,1,4,6,3,6073,U,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,2,1,1,1,2,2,1,1,,,1,2,1,1,1,1,8,1,2,2,32,4,5,1,1,3,7,,,4,,7,1,,1,,,,2,2.0601237,1.6706265
1216,101510,2,1,190127,1,4,4,3,4013,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,2,1,2,50,1,2,2,66,1,5,2,2,1,,,,1,,3,2,,2,2,,,2,0.7009979,1.0163385
1217,101511,2,1,190127,1,2,27,3,27053,S,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,1,1,1,2,30,1,2,2,69,1,8,2,2,1,,,,1,,8,2,,2,2,,,2,0.5230558,0.6577056
1218,101512,2,1,190127,1,3,40,1,6085,R,2,1,2,1,8,2,2,,,,8,,2,2,2,2,,2,8,1,lack of knowledge don't know how to operate,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,76,5,3,4,9,9,,,,9,,99,4,8,1,,,,2,1.1995058,1.3674915
1219,101516,2,1,190127,1,4,4,3,4013,,2,1,1,1,3,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,2,,5,2,1,1,0,,,,56,1,4,3,9,9,,,,9,,99,4,8,3,3,,,1,0.5801214,0.5322566
1220,101517,2,1,190127,1,4,6,4,6001,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,2,3,,,2,1,2,12,1,2,1,77,1,8,3,2,1,,,,1,,9,2,,2,2,,,1,0.3508327,0.5159874
1221,101519,2,1,190128,1,1,36,1,36007,R,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,3,,,1,1,2,2,2,2,1,52,1,3,1,2,1,,,,1,,9,1,,2,2,,,2,1.3190697,1.1544896
1222,101521,2,1,190128,1,3,13,4,13121,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,2,1,2,2,2,1,2,2,3,,2,,,1,1,2,45,1,1,1,30,1,6,4,2,1,,,,1,,9,2,,4,2,,,2,1.5179008,1.1904706
1223,101522,2,1,190128,1,3,21,1,21199,R,2,2,1,1,1,1,2,,,,1,1,1,2,2,2,1,1,2,2,,3,2,2,1,2,1,2,1,2,2,,,2,,5,1,2,2,1,1,2,2,50,1,5,1,2,1,,,,1,,9,1,,2,2,,,2,1.3931495,1.4203412
1224,101524,2,1,190128,1,3,12,2,12127,S,2,1,1,1,2,2,2,,,,1,3,1,2,2,2,1,1,2,2,,3,2,2,2,2,2,2,2,2,2,,,,,,2,1,1,15,1,2,2,65,6,8,3,2,1,,,,1,,99,2,,2,2,,,1,0.4362134,0.5101285
1225,101525,2,1,190128,1,1,34,5,34013,S,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,2,,2,1,1,2,20,1,2,1,73,1,7,3,2,1,,,,1,,8,2,,2,2,,,1,0.5355782,0.6813124
1226,101526,2,1,190128,1,3,1,2,1077,U,2,1,1,1,1,1,2,,,,1,1,2,2,1,1,1,2,2,2,,2,2,2,1,2,1,2,2,2,2,,,1,,1,2,2,2,0,,,,29,3,3,4,2,2,,,,2,,1,4,8,2,2,,,1,0.8904084,0.8303652
1227,101527,2,1,190128,1,3,48,1,48227,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,1,2,2,,1,1,1,1,1,2,1,3,2,1,2,36,6,4,1,2,2,,,,2,,3,3,8,5,3,,,2,2.078981,1.8301504
1228,101530,2,1,190128,1,2,39,2,39149,R,2,1,1,1,2,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,3,1,2,1,58,1,6,6,2,1,,,,1,,4,1,,3,3,,,2,0.4198187,0.3621883
1229,101534,2,1,190128,1,3,47,1,26099,R,2,2,1,1,1,1,1,2,,,1,4,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,4,1,1,2,10,1,1,1,55,3,3,1,2,1,,,,1,,8,1,,2,2,,,2,1.3924048,1.7025832
1230,101536,2,1,190128,1,1,36,2,36007,S,2,1,1,2,4,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,1,1,2,2,65,1,8,3,2,1,,,,1,,99,3,8,2,2,,,2,0.4950034,0.5138718
1231,101537,2,1,190128,1,2,17,5,17031,U,2,1,1,1,2,2,1,2,,,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,2,1,1,2,20,1,1,1,53,2,6,1,2,1,,,,1,,99,2,,1,,,,1,0.476064,0.6078127
1232,101540,2,1,190128,1,2,27,1,27119,,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,3,,5,1,1,2,5,1,2,2,68,1,3,3,2,1,,,,1,,99,3,2,2,2,,,1,0.8990387,1.5889277
1233,101542,2,1,190128,1,2,55,3,55025,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,2,1,,,5,,3,2,1,2,12,1,1,2,53,1,6,1,2,1,,,,1,,7,2,,3,3,,,2,0.5748027,0.4616651
1234,101543,2,1,190128,1,2,19,2,19169,U,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,2,,,1,1,2,5,1,2,2,60,2,6,1,2,1,,,,1,,7,2,,2,2,,,1,0.5849294,0.6621739
1235,101546,2,1,190128,1,2,17,2,17197,S,2,1,1,1,2,2,2,,,,1,3,2,2,2,2,1,2,1,2,,5,2,2,2,2,2,2,2,2,2,,,,,,1,1,1,0,,,,32,3,3,2,2,1,,,,1,,4,1,,1,,,,2,1.2688482,0.8944909
1236,101547,2,1,190128,1,2,27,5,27053,S,2,2,1,2,3,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,2,1,1,2,,5,2,,5,2,1,2,25,1,2,2,71,3,7,2,2,1,,,,1,,4,2,,1,,,,2,0.6964187,0.8659131
1237,101548,2,1,190128,1,2,55,3,55025,S,2,1,1,1,2,1,1,3,,,1,3,,,,,,,,,,,1,2,1,2,1,1,1,2,2,2,,2,,3,1,1,1,36,1,1,1,29,6,4,1,2,1,,,,1,,2,2,,1,,,,1,1.2500358,1.5613584
1238,101550,2,1,190128,1,4,8,1,8045,R,2,2,1,1,2,1,1,2,,,2,,,,,,,,,,,,2,2,1,2,1,1,2,2,1,,,1,,3,2,1,2,30,1,1,2,38,1,6,2,2,1,,,,1,,5,2,,4,3,,,2,0.9469579,0.8722956
1239,101552,2,1,190128,1,4,6,2,6065,S,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,2,1,1,,,3,,3,1,1,2,40,1,2,1,66,1,7,2,2,1,,,,1,,7,2,,2,2,,,2,0.4088151,0.419585
1240,101553,2,1,190128,1,4,41,1,41067,R,2,1,1,1,4,2,1,3,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,3,1,1,2,6,1,2,1,68,1,5,3,2,1,,,,1,,4,3,1,2,2,,,2,0.6560849,0.7733721
1241,101554,2,1,190128,1,4,6,4,6075,S,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,1,2,1,2,3,4,4,,2,1,1,2,1,1,2,2,48,1,7,1,2,3,,,,3,,9,3,1,3,2,,,1,1.0130458,1.1519896
1242,101555,2,1,190128,1,4,6,4,6061,S,2,1,1,1,1,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,1,1,2,0,,,,52,1,6,2,2,1,,,,1,,6,1,,2,2,,,1,0.3855412,0.3621885
1243,101559,2,1,190129,1,1,44,4,44007,U,2,2,1,1,1,1,1,2,,,2,,,,,,,,,,,,2,1,1,1,1,2,1,2,1,,3,2,3,1,2,1,2,2,1,2,2,70,4,6,6,2,1,,,,1,,1,4,8,1,,,,1,0.3474053,0.6319373
1244,101560,2,1,190129,1,4,6,3,34007,U,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,2,,2,2,1,2,25,1,2,2,24,6,6,1,2,1,,,,1,,6,3,2,1,,,,2,0.6458264,0.5214453
1245,101561,2,1,190129,1,1,25,4,25009,S,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,1,2,1,2,1,2,1,,1,1,1,1,1,1,2,2,45,3,2,1,1,7,,,,5,3,1,3,1,4,2,,,2,1.0501312,1.2200958
1246,101562,2,1,190129,1,1,36,4,36055,S,2,1,1,1,5,2,2,,,,2,,8,2,2,2,,2,2,2,,,2,2,2,2,1,2,2,2,2,,,,,3,2,2,1,97,1,2,2,63,6,2,1,1,7,,,,5,3,8,4,2,1,,,,1,0.4766453,0.6293577
1247,101563,2,1,190129,1,1,34,5,34007,S,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,2,2,2,,3,1,,1,1,1,1,99,,,,40,3,4,1,1,1,,,,1,1,99,3,1,6,2,,,2,1.6810722,1.34882
1248,101564,2,1,190129,1,3,48,1,48201,R,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,1,1,30,2,1,1,48,2,6,1,2,1,,,,1,,7,2,,4,4,,,2,0.8247062,0.7641824
1249,101566,2,1,190129,1,2,17,5,17031,U,2,1,1,1,4,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,1,2,2,2,,,,,,2,1,2,0,,,,61,1,2,1,2,1,,,,1,,7,2,,7,6,,,2,1.3950311,1.1724248
1250,101567,2,1,190129,1,3,22,2,22023,U,2,2,2,2,,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,2,1,10,1,2,2,73,1,3,4,2,1,,,,1,,4,3,1,2,2,,,1,1.0501458,1.6996992
1251,101568,2,1,190129,1,2,39,2,39099,S,2,1,1,2,3,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,2,1,2,0,,,,99,3,3,3,2,1,,,,1,,3,1,,1,,,,1,0.6815575,0.8842876
1252,101569,2,1,190129,1,2,18,2,18095,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,,1,5,5,1,1,2,2,1,2,2,72,4,4,3,2,1,,,,1,,6,1,,2,2,,,1,0.7478915,1.1610057
1253,101573,2,1,190129,1,2,18,5,17089,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,2,1,1,2,3,1,1,1,2,2,1,2,2,1,2,2,23,2,6,7,2,1,,,,1,,1,2,,2,2,,,2,2.162546,1.61519
1254,101574,2,1,190131,1,3,21,2,21145,R,2,2,1,1,2,1,2,,,,2,,2,2,2,1,,1,1,2,,2,2,1,1,1,1,2,2,2,2,,3,2,1,5,2,2,1,98,2,2,2,25,4,2,4,2,1,,,,1,,1,3,8,3,3,,,2,1.7446,1.4586779
1255,101575,2,1,190129,1,3,22,2,22017,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,4,3,,,2,1,2,12,2,1,2,46,1,7,1,2,1,,,,1,,9,3,2,6,2,,,1,0.7827311,0.7734815
1256,101576,2,1,190129,1,2,17,3,17089,S,2,1,1,1,1,1,2,,,,1,2,8,2,8,2,2,2,2,2,,,1,1,2,1,1,2,2,1,2,3,3,,2,2,1,1,2,16,1,2,2,20,6,4,2,2,1,,,,1,,5,3,2,9,2,,,2,1.615844,1.2758418
1257,101577,2,1,190130,1,1,36,5,36061,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,3,3,,,2,1,2,50,1,2,2,60,4,6,1,2,1,,,,1,,9,1,,1,,,,2,0.5390795,0.4600206
1258,101578,2,1,190130,1,3,11,5,11001,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,2,1,2,1,1,2,1,2,3,,1,,3,1,1,1,0,,,,55,1,6,1,2,2,,,,2,,8,2,,3,2,,,1,1.0236893,1.0853507
1259,101579,2,1,190130,1,3,51,3,51550,,2,2,1,2,5,2,2,,,,2,,1,2,1,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,5,1,1,2,99,9,99,99,2,4,,,,5,,99,9,9,9,9,,,9,1.1303212,1.06635
1260,101581,2,1,190130,2,1,34,5,10001,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,3,,2,2,2,1,2,1,2,2,23,4,3,1,1,7,,,,5,3,3,4,8,1,,,,2,0.6490083,0.5442624
1261,101582,2,1,190130,1,2,39,2,39049,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,4,2,,5,1,1,2,50,2,1,2,58,1,3,1,2,1,,,,1,,7,3,2,2,2,,,2,1.4869707,1.6305955
1262,101583,2,1,190130,1,3,12,4,12011,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,3,1,4,1,1,1,2,24,1,1,2,22,6,6,7,1,1,,,,1,1,6,3,2,2,2,,,2,0.5398384,0.3720404
1263,101586,2,1,190130,1,2,26,1,26137,R,2,1,1,1,2,2,2,,,,1,3,2,2,2,2,1,1,2,2,,3,2,2,2,2,1,2,1,1,2,,,,,1,1,1,2,6,1,2,2,41,6,5,1,2,1,,,,1,,5,4,9,3,3,,,2,1.2481845,1.176404
1264,101587,2,1,190130,1,2,26,1,26137,R,2,1,1,2,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,3,2,1,2,2,1,2,2,73,1,4,1,2,1,,,,1,,6,1,,8,8,,,1,0.7624095,0.8896786
1265,101588,2,1,190130,1,1,36,2,36067,S,2,2,1,1,2,1,2,,,,1,1,8,2,2,2,1,1,1,2,,4,2,1,1,1,1,2,1,2,1,,2,2,1,3,1,1,2,11,1,2,2,18,6,3,2,2,1,,,,1,,98,3,1,4,3,,,2,1.7841007,1.444322
1266,101589,2,1,190130,1,3,47,4,47157,U,2,1,2,2,,2,2,,,,2,,1,1,1,2,,2,1,2,,1,2,2,2,2,1,2,2,2,2,,,,,5,2,2,2,0,,,,57,1,3,1,2,2,,,,2,,5,2,,3,3,,,2,1.4554255,1.1457556
1267,101590,2,1,190130,2,4,6,5,6059,U,2,1,1,1,3,2,2,,,,1,1,2,2,8,8,1,2,8,2,,,2,2,2,2,1,2,2,2,2,,,,,2,2,2,2,0,,,,32,3,1,2,1,1,,,,1,3,1,3,2,5,3,,,2,0.9966717,0.8634079
1268,101591,2,1,190130,1,3,37,4,47037,U,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,2,1,2,1,2,2,2,2,2,,1,,2,1,1,2,50,1,2,1,26,1,6,1,2,1,,,,1,,5,3,1,3,2,,,2,0.9556877,0.700207
1269,101594,2,1,190130,1,2,17,5,47037,U,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,1,1,2,1,2,2,2,1,,1,2,,2,1,1,1,15,1,2,2,30,1,7,1,1,3,,,,3,1,6,2,,2,2,,,2,0.7950603,0.4982073
1270,101595,2,1,190130,2,3,48,5,48201,,2,1,1,1,2,2,2,,,,2,,2,2,2,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,99,9,1,99,1,7,,,,5,3,99,9,9,9,9,,,9,1.015956,0.8172444
1271,101596,2,1,190130,1,2,55,3,9001,U,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,2,1,1,2,2,1,2,,2,,3,3,2,1,2,60,1,2,2,29,1,7,1,2,1,,,,1,,6,2,,2,2,,,2,1.5315733,1.2481058
1272,101597,2,1,190130,2,4,6,3,6073,,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,10,1,2,1,24,6,4,1,1,1,,,,1,1,3,3,2,2,2,,,2,2.2433447,2.0699671
1273,101599,2,1,190130,2,2,20,1,20057,,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,2,1,2,1,1,2,2,2,1,,1,,1,2,2,2,0,,,,45,6,1,1,1,1,,,,1,3,1,3,2,9,9,,,9,0.7819542,0.6731979
1274,101601,2,1,190130,1,2,27,5,27053,S,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,3,1,1,2,0,,,,54,6,3,1,2,1,,,,1,,7,2,,1,,,,2,1.8599094,1.455272
1275,101603,2,1,190130,1,2,19,1,19185,R,2,1,1,2,3,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,0,,,,58,1,3,1,2,1,,,,1,,5,2,,2,2,,,1,0.8336496,0.8736563
1276,101604,2,1,190130,1,2,27,5,27131,U,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,1,1,2,2,1,1,2,,2,2,1,1,30,1,2,1,37,2,7,1,2,1,,,,1,,99,3,2,2,2,,,2,0.9432291,0.8093478
1277,101605,2,1,190130,1,4,6,2,6065,S,2,1,1,1,2,2,1,2,,,1,1,,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,2,1,1,2,20,1,1,2,44,1,6,1,2,9,,,,9,,9,1,,7,3,,,1,0.5972396,0.530639
1278,101606,2,1,190130,1,4,6,2,6061,U,2,1,1,2,3,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,6,1,2,1,86,1,4,3,2,1,,,,1,,7,3,1,2,2,,,1,0.6226921,0.7827831
1279,101608,2,1,190130,1,4,53,4,53033,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,2,1,2,15,1,1,2,73,1,6,3,2,1,,,,1,,7,3,2,2,2,,,2,0.3704661,0.3813475
